Internal ID (specific to validation data),isolates,Source,Lab,Country,INH,RIF,EMB,STR,CIP,CYS,CAP,ETA,KAN,OFLX,PAS,PZA,AMK,MOXI,PRO,CLO,RBU,LEVO
4812,SRR671843,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4813,SRR671844,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4814,SRR671845,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4815,SRR671846,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4816,SRR671847,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4817,SRR671848,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4818,SRR671849,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4764,SRR671850,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4765,SRR671851,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4766,SRR671852,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,S,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4767,SRR671853,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4768,SRR671854,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4769,SRR671855,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,R,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4770,SRR671856,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4771,SRR671857,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4772,SRR671858,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4773,SRR671859,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4774,SRR671860,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4775,SRR671861,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4776,SRR671862,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,R,R,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4777,SRR671863,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,R,S,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4778,SRR671864,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,R,S,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4779,SRR671865,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,NULL,R,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4780,SRR671866,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,R,NULL,NULL,S,NULL,S,R,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4781,SRR671867,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,NULL,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4782,SRR671868,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,R,S,NULL,NULL,R,NULL,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4783,SRR671869,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,R,R,S,R,NULL,NULL,S,NULL,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4784,SRR671870,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4785,SRR671871,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4786,SRR671872,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4787,SRR671873,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4788,SRR671874,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4789,SRR671875,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4790,SRR671876,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4791,SRR671877,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4792,SRR671878,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4793,SRR671879,Zhang et al. Nat Gen 2013,Beijing Genomics Institute,China,S,S,S,S,NULL,NULL,S,S,S,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4793,reference,x,x,x,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
